ID;COTIS
300820;311
300821;300
300822;586
300823;515
300824;426
300825;505
300826;246
300827;321
300828;524
300829;654
300830;434
300831;319
300832;217
300833;291
300834;457
300835;327
300836;246
300837;475
300838;301
300839;411
300840;237
300841;771
300842;333
300843;247
300844;336
300845;219
300846;394
300847;311
300848;512
300849;268
300850;330
300851;215
300852;287
300853;352
300854;669
300855;531
300856;369
300857;336
300858;467
300859;424
300860;260
300861;287
300862;457
300863;262
300864;530
300865;286
300866;446
300867;522
300868;560
300869;422
300870;522
300871;283
300872;377
300873;308
300874;579
300875;206
300876;307
300877;398
300878;345
300879;258
300880;199
300881;342
300882;489
300883;278
300884;347
300885;248
300886;314
300887;240
300888;342
300889;410
300890;462
300891;389
300892;281
300893;293
300894;218
300895;270
300896;308
300897;362
300898;352
300899;462
300900;257
300901;371
300902;323
300903;588
300904;288
300905;278
300906;182
300907;294
300908;245
300909;394
300910;540
300911;233
300912;306
300913;306
300914;409
300915;304
300916;300
300917;187
300918;273
300919;293
300920;453
300921;286
300922;423
300923;546
300924;316
300925;286
300926;208
300927;172
300928;393
300929;392
300930;309
300931;198
300932;320
300933;320
300934;253
300935;377
300936;538
300937;304
300938;292
300939;263
300940;254
300941;279
300942;311
300943;318
300944;309
300945;322
300946;234
300947;477
300948;493
300949;286
300950;317
300951;285
300952;418
300953;274
300954;450
300955;648
300956;333
300957;279
300958;326
300959;301
300960;278
300961;264
300962;292
300963;275
300964;283
300965;438
300966;351
300967;314
300968;506
300969;422
300970;486
300971;289
300972;306
300973;664
300974;284
300975;364
300976;275
300977;303
300978;391
300979;500
300980;306
300981;451
300982;405
300983;281
300984;325
300985;434
300986;238
300987;221
300988;353
300989;288
300990;288
300991;318
300992;421
300993;262
300994;316
300995;302
300996;239
300997;226
300998;207
300999;416
301000;201
301001;506
301002;225
301003;222
301004;375
301005;411
301006;389
301007;293
301008;290
301009;386
301010;274
301011;253
301012;386
301013;317
301014;382
301015;260
301016;291
301017;516
301018;312
301019;335
301020;328
301021;285
301022;287
301023;370
301024;299
301025;216
301026;282
301027;282
301028;329
301029;294
301030;288
301031;412
301032;319
301033;592
301034;199
301035;254
301036;190
301037;288
301038;273
301039;262
301040;339
301041;277
301042;298
301043;269
301044;305
301045;313
301046;430
301047;290
301048;272
301049;228
301050;295
301051;221
301052;239
301053;266
301054;346
301055;220
301056;348
301057;380
301058;286
301059;505
301060;673
301061;550
301062;425
301063;324
301064;530
301065;483
301066;261
301067;262
301068;202
301069;295
301070;272
301071;485
301072;296
301073;366
301074;370
301075;456
301076;294
301077;301
301078;221
301079;413
301080;386
301081;360
301082;236
301083;313
301084;670
301085;338
301086;406
301087;460
301088;329
301089;195
301090;288
301091;269
301092;444
301093;188
301094;299
301095;281
301096;243
301097;328
301098;247
301099;273
301100;271
301101;411
301102;307
301103;307
301104;281
301105;414
301106;239
301107;494
301108;566
301109;489
301110;323
301111;275
301112;288
301113;544
301114;564
301115;210
301116;223
301117;433
301118;242
301119;315
301120;401
301121;361
301122;389
301123;336
301124;485
301125;326
301126;376
301127;223
301128;381
301129;393
301130;378
301131;223
301132;240
301133;416
301134;219
301135;438
301136;520
301137;182
301138;274
301139;225
301140;365
301141;404
301142;451
301143;235
301144;296
301145;333
301146;399
301147;434
301148;290
301149;287
301150;245
301151;440
301152;312
301153;402
301154;412
301155;256
301156;276
301157;282
301158;198
301159;219
301160;207
301161;254
301162;507
301163;322
301164;372
301165;308
301166;160
301167;235
301168;424
301169;332
301170;201
301171;358
301172;166
301173;277
301174;321
301175;221
301176;320
301177;347
301178;282
301179;438
301180;251
301181;498
301182;420
301183;242
301184;246
301185;234
301186;449
301187;334
301188;343
301189;354
301190;500
301191;508
301192;360
301193;363
301194;412
301195;411
301196;252
301197;318
301198;181
301199;317
301200;259
301201;178
301202;318
301203;299
301204;246
301205;310
301206;454
301207;307
301208;466
301209;369
301210;361
301211;498
301212;359
301213;332
301214;306
301215;333
301216;299
301217;436
301218;191
301219;375
301220;316
301221;446
301222;582
301223;327
301224;379
301225;352
301226;342
301227;255
301228;213
301229;306
301230;300
301231;462
301232;397
301233;386
301234;330
301235;275
301236;230
301237;328
301238;305
301239;469
301240;246
301241;470
301242;304
301243;449
301244;417
301245;345
301246;552
301247;416
301248;237
301249;273
301250;342
301251;391
301252;238
301253;199
301254;343
301255;256
301256;232
301257;375
301258;398
301259;211
301260;248
301261;295
301262;231
301263;262
301264;189
301265;389
301266;330
301267;449
301268;219
301269;344
301270;278
301271;274
301272;374
301273;331
301274;395
301275;402
301276;301
301277;311
301278;349
301279;280
301280;306
301281;222
301282;347
301283;231
301284;263
301285;277
301286;281
301287;334
301288;230
301289;385
301290;301
301291;329
301292;377
301293;291
301294;293
301295;551
301296;378
301297;242
301298;254
301299;267
301300;279
301301;273
301302;489
301303;359
301304;316
301305;494
301306;315
301307;376
301308;351
301309;355
301310;347
301311;382
301312;442
301313;274
301314;283
301315;580
301316;330
301317;264
301318;314
301319;343
301320;280
301321;362
301322;437
301323;245
301324;409
301325;270
301326;281
301327;334
301328;350
301329;286
301330;248
301331;272
301332;343
301333;295
301334;300
301335;437
301336;455
301337;250
301338;292
301339;389
301340;458
301341;318
301342;497
301343;643
301344;413
301345;401
301346;620
301347;578
301348;298
301349;483
301350;462
301351;514
301352;525
301353;282
301354;560
301355;309
301356;357
301357;437
301358;186
301359;299
301360;271
301361;261
301362;365
301363;313
301364;458
301365;351
301366;161
301367;315
301368;282
301369;333
301370;324
301371;286
301372;235
301373;211
301374;191
301375;230
301376;595
301377;283
301378;332
301379;353
301380;329
301381;339
301382;378
301383;285
301384;315
301385;260
301386;454
301387;360
301388;266
301389;412
301390;504
301391;229
301392;607
301393;504
301394;371
301395;329
301396;508
301397;276
301398;459
301399;289
301400;468
301401;222
301402;545
301403;350
301404;400
301405;282
301406;394
301407;394
301408;196
301409;274
301410;476
301411;312
301412;226
301413;304
301414;242
301415;435
301416;171
301417;232
301418;422
301419;327
301420;349
301421;290
301422;330
301423;290
301424;419
301425;280
301426;295
301427;563
301428;459
301429;325
301430;337
301431;247
301432;356
301433;293
301434;311
301435;389
301436;341
301437;335
301438;274
301439;412
301440;337
301441;352
301442;279
301443;377
301444;301
301445;215
301446;268
301447;385
301448;368
301449;295
301450;467
301451;304
301452;392
301453;282
301454;421
301455;268
301456;296
301457;331
301458;306
301459;294
301460;387
301461;415
301462;306
301463;285
301464;383
301465;461
301466;528
301467;520
301468;277
301469;275
301470;329
301471;321
301472;245
301473;381
301474;273
301475;545
301476;292
301477;282
301478;375
301479;304
301480;478
301481;339
301482;262
301483;309
301484;254
301485;264
301486;550
301487;348
301488;258
301489;497
301490;268
301491;415
301492;264
301493;361
301494;356
301495;364
301496;394
301497;370
301498;323
301499;453
301500;365
301501;372
301502;403
301503;281
301504;257
301505;318
301506;429
301507;406
301508;270
301509;310
301510;243
301511;277
301512;332
301513;267
301514;393
301515;283
301516;505
301517;368
301518;379
301519;323
301520;396
301521;531
301522;415
301523;335
301524;256
301525;357
301526;325
301527;293
301528;330
301529;513
301530;499
301531;482
301532;265
301533;226
301534;340
301535;420
301536;238
301537;396
301538;414
301539;283
301540;339
301541;357
301542;366
301543;446
301544;452
301545;235
301546;392
301547;497
301548;288
301549;497
301550;385
301551;289
301552;282
301553;291
301554;262
301555;289
301556;444
301557;318
301558;231
301559;444
301560;327
301561;218
301562;418
301563;386
301564;546
301565;403
301566;249
301567;306
301568;323
301569;191
301570;377
301571;360
301572;381
301573;405
301574;372
301575;281
301576;453
301577;243
301578;453
301579;291
301580;440
301581;382
301582;259
301583;282
301584;221
301585;226
301586;203
301587;376
301588;302
301589;319
301590;354
301591;484
301592;524
301593;440
301594;442
301595;282
301596;303
301597;424
301598;391
301599;463
301600;215
301601;355
301602;285
301603;266
301604;233
301605;243
301606;282
301607;224
301608;315
301609;348
301610;293
301611;338
301612;221
301613;238
301614;213
301615;246
301616;227
301617;310
301618;243
301619;296
301620;326
301621;209
301622;373
301623;271
301624;304
301625;319
301626;304
301627;244
301628;367
301629;445
301630;353
301631;671
301632;260
301633;287
301634;384
301635;551
301636;377
301637;364
301638;270
301639;358
301640;309
301641;372
301642;342
301643;379
301644;348
301645;344
301646;259
301647;259
301648;388
301649;554
301650;363
301651;397
301652;336
301653;396
301654;255
301655;299
301656;313
301657;228
301658;276
301659;228
301660;255
301661;277
301662;279
301663;222
301664;252
301665;435
301666;385
301667;310
301668;402
301669;547
301670;235
301671;406
301672;309
301673;264
301674;273
301675;249
301676;209
301677;209
301678;274
301679;572
301680;477
301681;264
301682;260
301683;237
301684;263
301685;417
301686;343
301687;431
301688;240
301689;245
301690;373
301691;349
301692;620
301693;333
301694;350
301695;263
301696;324
301697;191
301698;310
301699;338
301700;278
301701;312
301702;267
301703;332
301704;273
301705;281
301706;288
301707;296
301708;283
301709;305
301710;278
301711;322
301712;294
301713;328
301714;230
301715;724
301716;323
301717;263
301718;483
301719;324
301720;664
301721;515
301722;439
301723;237
301724;336
301725;482
301726;272
301727;312
301728;263
301729;424
301730;327
301731;453
301732;425
301733;321
301734;458
301735;344
301736;282
301737;276
301738;314
301739;331
301740;313
301741;610
301742;530
301743;282
301744;303
301745;357
301746;401
301747;281
301748;312
301749;325
301750;234
301751;279
301752;270
301753;433
301754;379
301755;277
301756;379
301757;447
301758;276
301759;276
301760;316
301761;328
301762;828
301763;433
301764;262
301765;334
301766;238
301767;338
301768;393
301769;355
301770;290
301771;364
301772;438
301773;501
301774;474
301775;256
301776;547
301777;260
301778;422
301779;456
301780;274
301781;300
301782;382
301783;177
301784;387
301785;452
301786;303
301787;353
301788;363
301789;252
301790;575
301791;412
301792;408
301793;352
301794;310
301795;308
301796;257
301797;223
301798;465
301799;330
301800;274
301801;406
301802;475
301803;168
301804;355
301805;552
301806;326
301807;231
301808;419
301809;398
301810;309
301811;482
301812;327
301813;315
301814;195
301815;515
301816;394
301817;325
301818;458
301819;313
301820;466
301821;212
301822;789
301823;433
301824;310
301825;393
301826;881
301827;478
301828;270
301829;291
301830;436
301831;276
301832;285
301833;341
301834;213
301835;364
301836;266
301837;265
301838;307
301839;360
301840;381
301841;393
301842;301
301843;457
301844;222
301845;434
301846;527
301847;310
301848;279
301849;287
301850;295
301851;353
301852;322
301853;243
301854;272
301855;409
301856;557
301857;292
301858;310
301859;487
301860;637
301861;289
301862;310
301863;469
301864;338
301865;422
301866;294
301867;278
301868;310
301869;455
301870;303
301871;329
301872;308
301873;463
301874;263
301875;309
301876;278
301877;175
301878;461
301879;294
301880;296
301881;266
301882;293
301883;613
301884;459
301885;346
301886;474
301887;181
301888;431
301889;321
301890;254
301891;266
301892;296
301893;400
301894;411
301895;286
301896;192
301897;255
301898;182
301899;247
301900;326
301901;388
301902;515
301903;305
301904;306
301905;323
301906;469
301907;237
301908;379
301909;397
301910;266
301911;316
301912;347
301913;473
301914;329
301915;245
301916;456
301917;249
301918;355
301919;457
301920;422
301921;169
301922;248
301923;247
301924;281
301925;417
301926;204
301927;289
301928;335
301929;383
301930;306
301931;272
301932;215
301933;214
301934;223
301935;185
301936;198
301937;186
301938;518
301939;402
301940;545
301941;301
301942;278
301943;266
301944;238
301945;515
301946;289
301947;280
301948;716
301949;515
301950;386
301951;243
301952;351
301953;320
301954;230
301955;313
301956;362
301957;241
301958;418
301959;352
301960;217
301961;378
301962;310
301963;324
301964;267
301965;209
301966;299
301967;446
301968;203
301969;211
301970;293
301971;440
301972;207
301973;541
301974;192
301975;470
301976;190
301977;194
301978;253
301979;389
301980;254
301981;265
301982;379
301983;632
301984;616
301985;614
301986;225
301987;255
301988;310
301989;376
301990;396
301991;383
301992;240
301993;333
301994;390
301995;334
301996;248
301997;248
301998;268
301999;205
302000;504
302001;284
302002;244
302003;348
302004;407
302005;608
302006;432
302007;294
302008;246
302009;269
302010;643
302011;343
302012;408
302013;399
302014;234
302015;234
302016;301
302017;241
302018;390
302019;277
302020;485
302021;499
302022;290
302023;271
302024;253
302025;479
302026;446
302027;520
302028;333
302029;221
302030;405
302031;207
302032;296
302033;163
302034;431
302035;289
302036;170
302037;170
302038;224
302039;311
302040;303
302041;217
302042;220
302043;421
302044;237
302045;227
302046;333
302047;412
302048;350
302049;227
302050;438
302051;170
302052;503
302053;277
302054;237
302055;270
302056;285
302057;287
302058;230
302059;322
302060;215
302061;531
302062;610
302063;609
302064;210
302065;345
302066;296
302067;337
302068;410
302069;410
302070;232
302071;374
302072;332
302073;350
302074;480
302075;604
302076;281
302077;371
302078;284
302079;305
302080;291
302081;264
302082;306
302083;295
302084;206
302085;319
302086;454
302087;498
302088;393
302089;282
302090;266
302091;269
302092;271
302093;235
302094;311
302095;244
302096;477
302097;359
302098;372
302099;436
302100;270
302101;313
302102;343
302103;242
302104;447
302105;326
302106;213
302107;299
302108;447
302109;551
302110;221
302111;261
302112;285
302113;363
302114;283
302115;216
302116;298
302117;198
302118;293
302119;386
302120;280
302121;280
302122;262
302123;288
302124;494
302125;435
302126;288
302127;229
302128;427
302129;336
302130;295
302131;359
302132;263
302133;542
302134;394
302135;568
302136;287
302137;223
302138;304
302139;498
302140;359
302141;210
302142;365
302143;296
302144;229
302145;427
302146;310
302147;465
302148;324
302149;280
302150;259
302151;616
302152;303
302153;214
302154;257
302155;271
302156;245
302157;315
302158;279
302159;333
302160;364
302161;479
302162;318
302163;325
302164;287
302165;364
302166;312
302167;326
302168;349
302169;248
302170;356
302171;519
302172;197
302173;318
302174;477
302175;245
302176;218
302177;247
302178;437
302179;192
302180;226
302181;304
302182;338
302183;515
302184;299
302185;236
302186;295
302187;181
302188;302
302189;285
302190;371
302191;315
302192;450
302193;559
302194;398
302195;320
302196;306
302197;291
302198;409
302199;316
302200;160
302201;313
302202;289
302203;267
302204;393
302205;295
302206;206
302207;239
302208;467
302209;248
302210;224
302211;316
302212;441
302213;252
302214;474
302215;401
302216;250
302217;388
302218;442
302219;320
302220;405
302221;345
302222;306
302223;501
302224;488
302225;269
302226;436
302227;524
302228;322
302229;270
302230;296
302231;255
302232;232
302233;306
302234;371
302235;257
302236;271
302237;281
302238;263
302239;240
302240;318
302241;307
302242;341
302243;372
302244;260
302245;363
302246;235
302247;504
302248;364
302249;300
302250;541
302251;567
302252;368
302253;257
302254;280
302255;271
302256;203
302257;441
302258;543
302259;236
302260;237
302261;542
302262;304
302263;520
302264;292
302265;376
302266;277
302267;539
302268;495
302269;262
302270;265
302271;467
302272;444
302273;293
302274;377
302275;305
302276;251
302277;471
302278;305
302279;263
302280;481
302281;513
302282;294
302283;568
302284;296
302285;571
302286;466
302287;513
302288;368
302289;506
302290;265
302291;327
302292;282
302293;289
302294;279
302295;305
302296;372
302297;397
302298;297
302299;283
302300;414
302301;334
302302;397
302303;302
302304;289
302305;236
302306;375
302307;339
302308;332
302309;282
302310;546
302311;291
302312;274
302313;306
302314;286
302315;358
302316;294
302317;373
302318;245
302319;380
302320;286
302321;311
302322;417
302323;302
302324;230
302325;282
302326;382
302327;421
302328;452
302329;318
302330;230
302331;788
302332;238
302333;245
302334;788
302335;490
302336;420
302337;247
302338;730
302339;272
302340;527
302341;240
302342;275
302343;399
302344;345
302345;237
302346;270
302347;338
302348;557
302349;295
302350;396
302351;233
302352;346
302353;423
302354;314
302355;291
302356;213
302357;245
302358;498
302359;288
302360;268
302361;321
302362;506
302363;249
302364;404
302365;466
302366;310
302367;243
302368;317
302369;209
302370;209
302371;442
302372;566
302373;290
302374;248
302375;236
302376;237
302377;363
302378;389
302379;245
302380;250
302381;381
302382;268
302383;221
302384;276
302385;331
302386;251
302387;412
302388;548
302389;525
302390;410
302391;423
302392;341
302393;282
302394;266
302395;263
302396;476
302397;369
302398;391
302399;326
302400;488
302401;620
302402;418
302403;367
302404;338
302405;206
302406;274
302407;289
302408;401
302409;347
302410;192
302411;288
302412;377
302413;283
302414;329
302415;294
302416;277
302417;329
302418;392
302419;519
302420;392
302421;438
302422;385
302423;448
302424;508
302425;532
302426;370
302427;474
302428;367
302429;439
302430;363
302431;255
302432;363
302433;361
302434;338
302435;279
302436;265
302437;470
302438;457
302439;272
302440;493
302441;282
302442;306
302443;310
302444;395
302445;339
302446;308
302447;602
302448;241
302449;272
302450;405
302451;351
302452;310
302453;268
302454;396
302455;349
302456;289
302457;280
302458;564
302459;490
302460;238
302461;346
302462;289
302463;241
302464;274
302465;237
302466;238
302467;236
302468;584
302469;362
302470;251
302471;478
302472;387
302473;507
302474;321
302475;624
302476;273
302477;250
302478;417
302479;515
302480;418
302481;505
302482;522
302483;487
302484;352
302485;299
302486;248
302487;259
302488;361
302489;367
302490;377
302491;351
302492;221
302493;393
302494;340
302495;306
302496;527
302497;385
302498;255
302499;300
302500;434
302501;294
302502;407
302503;254
302504;372
302505;494
302506;337
302507;306
302508;349
302509;481
302510;482
302511;465
302512;228
302513;395
302514;300
302515;314
302516;272
302517;438
302518;419
302519;253
302520;274
302521;353
302522;247
302523;330
302524;432
302525;223
302526;337
302527;347
302528;255
302529;334
302530;287
302531;454
302532;422
302533;365
302534;379
302535;353
302536;305
302537;322
302538;467
302539;238
302540;501
302541;412
302542;221
302543;245
302544;369
302545;342
302546;372
302547;311
302548;509
302549;470
302550;241
302551;320
302552;452
302553;306
302554;405
302555;317
302556;338
302557;299
302558;274
302559;367
302560;330
302561;454
302562;282
302563;365
302564;337
302565;335
302566;421
302567;501
302568;268
302569;417
302570;225
302571;285
302572;225
302573;288
302574;306
302575;415
302576;365
302577;425
302578;331
302579;226
302580;288
302581;521
302582;228
302583;474
302584;250
302585;348
302586;477
302587;219
302588;274
302589;277
302590;421
302591;313
302592;221
302593;354
302594;504
302595;355
302596;242
302597;248
302598;272
302599;238
302600;312
302601;277
302602;253
302603;327
302604;220
302605;369
302606;410
302607;353
302608;239
302609;346
302610;422
302611;296
302612;302
302613;375
302614;327
302615;363
302616;291
302617;448
302618;292
302619;651
302620;343
302621;379
302622;279
302623;301
302624;268
302625;283
302626;283
302627;297
302628;263
302629;346
302630;297
302631;432
302632;568
302633;583
302634;523
302635;488
302636;573
302637;281
302638;401
302639;302
302640;305
302641;314
302642;326
302643;240
302644;506
302645;453
302646;499
302647;261
302648;331
302649;243
302650;478
302651;363
302652;295
302653;426
302654;278
302655;402
302656;314
302657;331
302658;353
302659;291
302660;322
302661;266
302662;404
302663;322
302664;560
302665;294
302666;319
302667;259
302668;362
302669;299
302670;348
302671;311
302672;306
302673;339
302674;256
302675;293
302676;392
302677;401
302678;527
302679;396
302680;524
302681;291
302682;478
302683;307
302684;411
302685;268
302686;272
302687;251
302688;505
302689;645
302690;419
302691;532
302692;380
302693;543
302694;282
302695;292
302696;265
302697;319
302698;640
302699;526
302700;335
302701;353
302702;454
302703;455
302704;304
302705;451
302706;367
302707;274
302708;323
302709;281
302710;255
302711;281
302712;544
302713;451
302714;288
302715;357
302716;298
302717;294
302718;372
302719;284
302720;347
302721;332
302722;275
302723;409
302724;271
302725;331
302726;479
302727;468
302728;358
302729;476
302730;359
302731;321
302732;473
302733;328
302734;395
302735;495
302736;288
302737;414
302738;583
302739;559
302740;610
302741;289
302742;340
302743;273
302744;333
302745;282
302746;353
302747;436
302748;420
302749;356
302750;456
302751;322
302752;257
302753;289
302754;358
302755;432
302756;517
302757;283
302758;327
302759;228
302760;252
302761;373
302762;245
302763;418
302764;233
302765;283
302766;384
302767;503
302768;319
302769;284
302770;215
302771;477
302772;371
302773;355
302774;200
302775;291
302776;367
302777;396
302778;291
302779;361
302780;329
302781;444
302782;336
302783;300
302784;502
302785;224
302786;314
302787;480
302788;250
302789;304
302790;317
302791;502
302792;602
302793;277
302794;506
302795;399
302796;499
