ID;COTIS
300599;299
300600;291
300601;403
300602;294
300603;701
300604;302
300605;426
300606;489
300607;317
300608;367
300609;392
300610;284
300611;262
300612;324
300613;395
300614;568
300615;409
300616;279
300617;442
300618;285
300619;327
300620;420
300621;509
300622;532
300623;451
300624;298
300625;343
300626;356
300627;276
300628;432
300629;423
300630;339
300631;394
300632;455
300633;260
300634;261
300635;320
300636;385
300637;491
300638;549
300639;337
300640;370
300641;394
300642;294
300643;318
300644;493
300645;282
300646;288
300647;466
300648;265
300649;316
300650;283
300651;450
300652;556
300653;340
300654;437
300655;274
300656;322
300657;282
300658;308
300659;309
300660;245
300661;335
300662;501
300663;468
300664;309
300665;343
300666;470
300667;187
300668;361
300669;342
300670;524
300671;693
300672;515
300673;300
300674;461
300675;413
300676;269
300677;459
300678;453
300679;292
300680;272
300681;636
300682;238
300683;248
300684;473
300685;311
300686;214
300687;250
300688;438
300689;311
300690;217
300691;301
300692;286
300693;306
300694;381
300695;324
300696;573
300697;375
300698;280
300699;245
300700;503
300701;262
300702;260
300703;328
300704;275
300705;302
300706;231
300707;264
300708;320
300709;268
300710;179
300711;317
300712;282
300713;359
300714;292
300715;366
300716;429
300717;388
300718;191
300719;264
300720;373
300721;449
300722;303
300723;447
300724;416
300725;352
300726;376
300727;294
300728;361
300729;177
300730;249
300731;326
300732;369
300733;291
300734;278
300735;264
300736;270
300737;208
300738;217
300739;264
300740;303
300741;391
300742;355
300743;251
300744;362
300745;387
300746;301
300747;322
300748;451
300749;224
300750;258
300751;244
300752;220
300753;343
300754;292
300755;415
300756;286
300757;308
300758;266
300759;294
300760;417
300761;264
300762;242
300763;241
300764;475
300765;298
300766;425
300767;405
300768;394
300769;309
300770;422
300771;315
300772;214
300773;285
300774;431
300775;312
300776;265
300777;447
300778;539
300779;389
300780;304
300781;400
300782;291
300783;426
300784;328
300785;758
300786;336
300787;335
300788;355
300789;377
300790;488
300791;302
300792;308
300793;253
300794;304
300795;314
300796;519
300797;390
300798;319
300799;463
300800;256
300801;304
300802;287
300803;305
300804;363
300805;262
300806;429
300807;571
300808;320
300809;361
300810;297
300811;315
300812;334
300813;385
300814;355
300815;755
300816;543
300817;374
300818;375
300819;292
300820;294
300821;295
300822;684
300823;509
300824;341
300825;506
300826;252
300827;319
300828;555
300829;580
300830;422
300831;301
300832;219
300833;245
300834;467
300835;309
300836;240
300837;428
300838;282
300839;412
300840;229
300841;704
300842;342
300843;250
300844;260
300845;221
300846;361
300847;287
300848;536
300849;259
300850;307
300851;214
300852;286
300853;363
300854;629
300855;518
300856;384
300857;328
300858;459
300859;376
300860;273
300861;276
300862;468
300863;269
300864;582
300865;287
300866;411
300867;491
300868;541
300869;405
300870;466
300871;259
300872;340
300873;314
300874;574
300875;197
300876;287
300877;395
300878;326
300879;233
300880;204
300881;323
300882;464
300883;269
300884;360
300885;221
300886;265
300887;215
300888;341
300889;405
300890;416
300891;423
300892;278
300893;270
300894;247
300895;262
300896;305
300897;334
300898;344
300899;365
300900;288
300901;320
300902;304
300903;522
300904;327
300905;279
300906;200
300907;294
300908;273
300909;312
300910;445
300911;239
300912;308
300913;288
300914;401
300915;230
300916;282
300917;201
300918;279
300919;284
300920;402
300921;257
300922;370
300923;521
300924;341
300925;247
300926;208
300927;183
300928;412
300929;410
300930;304
300931;199
300932;257
300933;330
300934;240
300935;370
300936;471
300937;285
300938;299
300939;261
300940;278
300941;270
300942;304
300943;288
300944;272
300945;325
300946;267
300947;423
300948;461
300949;290
300950;321
300951;260
300952;353
300953;266
300954;441
300955;618
300956;309
300957;278
300958;303
300959;295
300960;280
300961;262
300962;282
300963;269
300964;261
300965;447
300966;373
300967;295
300968;475
300969;440
300970;484
300971;287
300972;341
300973;637
300974;300
300975;339
300976;279
300977;304
300978;397
300979;478
300980;300
300981;458
300982;433
300983;281
300984;318
300985;363
300986;269
300987;228
300988;345
300989;252
300990;296
300991;328
300992;397
300993;275
300994;303
300995;316
300996;269
300997;204
300998;192
300999;408
301000;232
301001;457
301002;200
301003;263
301004;368
301005;396
301006;359
301007;277
301008;277
301009;397
301010;262
301011;235
301012;349
301013;306
301014;365
301015;260
301016;274
301017;462
301018;330
301019;313
301020;334
301021;278
301022;273
301023;347
301024;286
301025;203
301026;281
301027;269
301028;354
301029;299
301030;269
301031;376
301032;300
301033;569
301034;205
301035;249
301036;192
301037;264
301038;257
301039;253
301040;350
301041;322
301042;275
301043;247
301044;309
301045;286
301046;421
301047;327
301048;332
301049;245
301050;340
301051;221
301052;225
301053;276
301054;323
301055;210
301056;316
301057;401
301058;282
301059;500
301060;602
301061;528
301062;379
301063;289
301064;555
301065;499
301066;266
301067;260
301068;192
301069;326
301070;256
301071;480
301072;280
301073;332
301074;381
301075;411
301076;282
301077;280
301078;227
301079;357
301080;375
301081;273
301082;202
301083;312
301084;590
301085;255
301086;360
301087;486
301088;332
301089;184
301090;269
301091;223
301092;396
301093;206
301094;283
301095;273
301096;257
301097;287
301098;241
301099;271
301100;244
301101;398
301102;349
301103;293
301104;311
301105;393
301106;234
301107;508
301108;579
301109;478
301110;302
301111;259
301112;266
301113;508
301114;485
301115;194
301116;219
301117;425
301118;209
301119;271
301120;425
301121;328
301122;381
301123;347
301124;481
301125;303
301126;376
301127;211
301128;414
301129;420
301130;423
301131;226
301132;260
301133;358
301134;227
301135;448
301136;512
301137;197
301138;262
301139;216
301140;324
301141;403
301142;397
301143;215
301144;286
301145;293
301146;381
301147;398
301148;318
301149;273
301150;236
301151;411
301152;323
301153;355
301154;429
301155;253
301156;273
301157;290
301158;215
301159;195
301160;223
301161;220
301162;469
301163;295
301164;293
301165;294
301166;177
301167;239
301168;368
301169;287
301170;198
301171;304
301172;175
301173;287
301174;286
301175;193
301176;301
301177;428
301178;254
301179;433
301180;251
301181;438
301182;370
301183;251
301184;214
301185;217
301186;443
301187;313
301188;309
301189;327
301190;455
301191;529
301192;394
301193;308
301194;377
301195;375
301196;239
301197;323
301198;183
301199;268
301200;272
301201;192
301202;330
301203;269
301204;242
301205;294
301206;430
301207;253
301208;430
301209;412
301210;367
301211;452
301212;315
301213;300
301214;269
301215;292
301216;279
301217;364
301218;194
301219;351
301220;281
301221;402
301222;575
301223;332
301224;331
301225;397
301226;313
301227;232
301228;208
301229;289
301230;295
301231;479
301232;432
301233;374
301234;311
301235;276
301236;229
301237;295
301238;305
301239;461
301240;251
301241;509
301242;371
301243;408
301244;340
301245;264
301246;529
301247;377
301248;223
301249;263
301250;348
301251;385
301252;265
301253;238
301254;313
301255;232
301256;240
301257;416
301258;432
301259;195
301260;244
301261;280
301262;200
301263;292
301264;210
301265;371
301266;292
301267;480
301268;246
301269;347
301270;283
301271;271
301272;339
301273;347
301274;412
301275;380
301276;307
301277;301
301278;391
301279;239
301280;283
301281;218
301282;339
301283;227
301284;273
301285;273
301286;275
301287;361
301288;226
301289;365
301290;236
301291;271
301292;335
301293;230
301294;255
301295;527
301296;365
301297;230
301298;234
301299;250
301300;253
301301;264
301302;476
301303;405
301304;313
301305;523
301306;308
301307;399
301308;335
301309;329
301310;300
301311;321
301312;397
301313;281
301314;243
301315;520
301316;295
301317;250
301318;282
301319;312
301320;269
301321;344
301322;449
301323;248
301324;430
301325;263
301326;274
301327;353
301328;333
301329;322
301330;246
301331;324
301332;370
301333;285
301334;268
301335;426
301336;413
301337;260
301338;336
301339;371
301340;496
301341;300
301342;449
301343;681
301344;442
301345;378
301346;630
301347;573
301348;293
301349;456
301350;474
301351;464
301352;534
301353;274
301354;547
301355;262
301356;341
301357;414
301358;182
301359;281
301360;276
301361;249
301362;336
301363;293
301364;399
301365;348
301366;180
301367;277
301368;256
301369;404
301370;288
301371;271
301372;203
301373;214
301374;197
301375;237
301376;559
301377;252
301378;272
301379;367
301380;312
301381;294
301382;369
301383;275
301384;276
301385;306
301386;454
301387;347
301388;267
301389;456
301390;498
301391;269
301392;549
301393;514
301394;353
301395;331
301396;473
301397;267
301398;450
301399;273
301400;509
301401;221
301402;471
301403;341
301404;357
301405;261
301406;371
301407;372
301408;192
301409;270
301410;493
301411;301
301412;231
301413;299
301414;235
301415;433
301416;181
301417;231
301418;349
301419;296
301420;342
301421;257
301422;338
301423;277
301424;346
301425;291
301426;272
301427;537
301428;459
301429;318
301430;356
301431;238
301432;354
301433;280
301434;307
301435;364
301436;309
301437;341
301438;277
301439;411
301440;344
301441;359
301442;283
301443;331
301444;283
301445;191
301446;263
301447;367
301448;338
301449;313
301450;425
301451;289
301452;399
301453;280
301454;371
301455;254
301456;274
301457;322
301458;292
301459;271
301460;379
301461;405
301462;299
301463;276
301464;364
301465;448
301466;542
301467;522
301468;280
301469;258
301470;311
301471;299
301472;246
301473;369
301474;279
301475;524
301476;286
301477;286
301478;361
301479;299
301480;442
301481;309
301482;238
301483;295
301484;213
301485;223
301486;543
301487;345
301488;246
301489;482
301490;207
301491;374
301492;253
301493;366
301494;339
301495;342
301496;414
301497;318
301498;291
301499;467
301500;366
301501;393
301502;373
301503;254
301504;240
301505;247
301506;370
301507;399
301508;263
301509;252
301510;219
301511;285
301512;301
301513;259
301514;331
301515;266
301516;481
301517;355
301518;365
301519;339
301520;346
301521;467
301522;381
301523;312
301524;227
301525;344
301526;321
301527;275
301528;316
301529;456
301530;504
301531;458
301532;256
301533;215
301534;360
301535;370
301536;210
301537;357
301538;350
301539;249
301540;302
301541;336
301542;359
301543;396
301544;453
301545;239
301546;347
301547;478
301548;277
301549;523
301550;384
301551;292
301552;309
301553;286
301554;277
301555;313
301556;441
301557;293
301558;212
301559;401
301560;333
301561;204
301562;416
301563;360
301564;494
301565;348
301566;249
301567;292
301568;285
301569;198
301570;370
301571;344
301572;413
301573;376
301574;347
301575;265
301576;474
301577;219
301578;474
301579;237
301580;376
301581;371
301582;311
301583;315
301584;221
301585;199
301586;188
301587;356
301588;284
301589;304
301590;358
301591;479
301592;539
301593;407
301594;385
301595;316
301596;327
301597;371
301598;356
301599;417
301600;222
301601;319
301602;281
301603;254
301604;218
301605;213
301606;287
301607;220
301608;313
301609;346
301610;294
301611;323
301612;210
301613;230
301614;202
301615;223
301616;233
301617;240
301618;222
301619;277
301620;353
301621;265
301622;335
301623;252
301624;349
301625;302
301626;282
301627;213
301628;360
301629;392
301630;332
301631;674
301632;247
301633;258
301634;386
301635;558
301636;352
301637;324
301638;283
301639;341
301640;325
301641;385
301642;289
301643;390
301644;299
301645;315
301646;270
301647;278
301648;421
301649;560
301650;331
301651;370
301652;308
301653;345
301654;234
301655;265
301656;278
301657;215
301658;264
301659;234
301660;235
301661;251
301662;263
301663;213
301664;255
301665;426
301666;379
301667;311
301668;301
301669;480
301670;235
301671;397
301672;268
301673;253
301674;248
301675;223
301676;196
301677;196
301678;253
301679;557
301680;447
301681;276
301682;248
301683;216
301684;261
301685;378
301686;341
301687;428
301688;214
301689;229
301690;351
301691;356
301692;550
301693;338
301694;340
301695;246
301696;320
301697;181
301698;282
301699;303
301700;278
301701;303
301702;262
301703;328
301704;231
301705;273
301706;318
301707;268
301708;264
301709;271
301710;271
301711;321
301712;284
301713;320
301714;219
301715;675
301716;320
301717;262
301718;418
301719;327
301720;618
301721;507
301722;431
301723;246
301724;320
301725;496
301726;278
301727;308
301728;258
301729;403
301730;290
301731;450
301732;396
301733;334
301734;400
301735;319
301736;265
301737;260
301738;351
301739;373
301740;291
301741;580
301742;456
301743;281
301744;312
301745;325
301746;388
301747;297
301748;295
301749;299
301750;213
301751;258
301752;274
301753;365
301754;403
301755;281
301756;407
301757;427
301758;252
301759;250
301760;323
301761;329
301762;752
301763;446
301764;279
301765;353
301766;221
301767;350
301768;361
301769;292
301770;290
301771;312
301772;411
301773;469
301774;441
301775;249
301776;557
301777;230
301778;371
301779;423
301780;253
301781;263
301782;366
301783;174
301784;355
301785;455
301786;331
301787;314
301788;304
301789;207
301790;481
301791;395
301792;346
301793;341
301794;296
301795;304
301796;244
301797;214
301798;471
301799;337
301800;256
301801;378
301802;510
301803;160
301804;375
301805;543
301806;299
301807;298
301808;442
301809;389
301810;311
301811;498
301812;275
301813;303
301814;220
301815;488
301816;376
301817;322
301818;478
301819;302
301820;478
301821;201
301822;780
301823;417
301824;371
301825;343
301826;724
301827;477
301828;251
301829;274
301830;348
301831;269
301832;281
301833;321
301834;236
301835;319
301836;259
301837;278
301838;274
301839;291
301840;283
301841;340
301842;260
301843;424
301844;210
301845;401
301846;463
301847;262
301848;249
301849;319
301850;282
301851;327
301852;291
301853;256
301854;267
301855;340
301856;553
301857;292
301858;281
301859;457
301860;632
301861;302
301862;356
301863;459
301864;344
301865;400
301866;301
301867;277
301868;336
301869;464
301870;277
301871;322
301872;304
301873;469
301874;240
301875;297
301876;314
301877;212
301878;468
301879;289
301880;290
301881;260
301882;277
301883;606
301884;450
301885;313
301886;511
301887;173
301888;403
301889;304
301890;221
301891;246
301892;293
301893;348
301894;353
301895;351
301896;169
301897;226
301898;202
301899;232
301900;364
301901;343
301902;522
301903;288
301904;350
301905;289
301906;437
301907;195
301908;340
301909;416
301910;293
301911;277
301912;360
301913;420
301914;333
301915;216
301916;471
301917;226
301918;322
301919;342
301920;341
301921;180
301922;274
301923;237
301924;235
301925;374
301926;207
301927;265
301928;365
301929;362
301930;264
301931;206
301932;192
301933;201
301934;204
301935;193
301936;228
301937;189
301938;442
301939;450
301940;618
301941;299
301942;225
301943;258
301944;235
301945;487
301946;233
301947;268
301948;741
301949;467
301950;355
301951;241
301952;324
301953;310
301954;218
301955;277
301956;384
301957;257
301958;404
301959;297
301960;200
301961;344
301962;275
301963;329
301964;303
301965;222
301966;321
301967;478
301968;198
301969;191
301970;274
301971;436
301972;189
301973;518
301974;194
301975;335
301976;195
301977;198
301978;245
301979;322
301980;226
301981;211
301982;359
301983;624
301984;594
301985;534
301986;214
301987;273
301988;289
301989;323
301990;391
301991;344
301992;231
301993;349
301994;370
301995;330
301996;212
301997;208
301998;250
301999;202
302000;541
302001;248
302002;274
302003;356
302004;407
302005;587
302006;439
302007;293
302008;266
302009;279
302010;648
302011;318
302012;428
302013;352
302014;267
302015;258
302016;308
302017;230
302018;398
302019;273
302020;475
302021;448
302022;246
302023;269
302024;233
302025;417
302026;418
302027;464
302028;350
302029;207
302030;389
302031;213
302032;283
302033;169
302034;394
302035;250
302036;185
302037;185
302038;202
302039;302
302040;290
302041;195
302042;206
302043;357
302044;205
302045;253
302046;319
302047;366
302048;322
302049;213
302050;415
302051;202
302052;410
302053;237
302054;227
302055;243
302056;284
302057;280
302058;203
302059;289
302060;209
302061;464
302062;584
302063;523
302064;187
302065;326
302066;268
302067;298
302068;412
302069;412
302070;222
302071;342
302072;313
302073;362
302074;465
302075;640
302076;265
302077;368
302078;284
302079;278
302080;290
302081;257
302082;299
302083;270
302084;188
302085;297
302086;386
302087;432
302088;346
302089;228
302090;280
302091;232
302092;270
302093;203
302094;266
302095;236
302096;465
302097;352
302098;348
302099;396
302100;227
302101;288
302102;358
302103;212
302104;409
302105;298
302106;215
302107;268
302108;440
302109;476
302110;211
302111;235
302112;241
302113;283
302114;240
302115;229
302116;288
302117;213
302118;223
302119;339
302120;299
302121;256
302122;212
302123;230
302124;404
302125;386
302126;276
302127;229
302128;480
302129;339
302130;288
302131;325
302132;279
302133;499
302134;365
302135;546
302136;274
302137;194
302138;297
302139;441
302140;316
302141;206
302142;338
302143;334
302144;229
302145;406
302146;330
302147;427
302148;291
302149;281
302150;259
302151;542
302152;313
302153;203
302154;213
302155;256
302156;263
302157;289
302158;211
302159;362
302160;367
302161;470
302162;319
302163;356
302164;293
302165;366
302166;332
302167;307
302168;355
302169;234
302170;404
302171;451
302172;187
302173;354
302174;431
302175;230
302176;207
302177;208
302178;440
302179;180
302180;221
302181;265
302182;357
302183;455
302184;305
302185;249
302186;278
302187;178
302188;301
302189;278
302190;363
302191;338
302192;458
302193;531
302194;408
302195;318
302196;311
302197;282
302198;417
302199;288
302200;178
302201;309
302202;281
302203;281
302204;369
302205;310
302206;200
302207;239
302208;444
302209;188
302210;212
302211;329
302212;384
302213;257
302214;402
302215;342
302216;264
302217;370
302218;471
302219;348
302220;423
302221;351
302222;310
302223;508
302224;464
302225;227
302226;456
302227;531
302228;316
302229;281
302230;306
302231;238
302232;242
302233;280
302234;303
302235;316
302236;252
302237;277
302238;246
302239;221
302240;297
302241;302
302242;327
302243;324
302244;255
302245;324
302246;238
302247;391
302248;359
302249;289
302250;509
302251;546
302252;330
302253;245
302254;284
302255;275
302256;213
302257;420
302258;561
302259;251
302260;243
302261;488
302262;285
302263;503
302264;282
302265;364
302266;294
302267;453
302268;449
302269;246
302270;249
302271;472
302272;404
302273;300
302274;335
302275;275
302276;263
302277;464
302278;303
302279;267
302280;487
302281;523
302282;271
302283;577
302284;320
302285;543
302286;486
302287;527
302288;339
302289;525
302290;255
302291;296
302292;262
302293;279
302294;247
302295;290
302296;392
302297;372
302298;274
302299;290
302300;399
302301;301
302302;352
302303;313
302304;279
302305;250
302306;316
302307;341
302308;340
302309;292
302310;512
302311;301
302312;291
302313;295
302314;271
302315;378
302316;299
302317;383
302318;252
302319;356
302320;275
302321;297
302322;383
302323;250
302324;226
302325;274
302326;403
302327;450
302328;452
302329;234
302330;198
302331;669
302332;203
302333;254
302334;664
302335;460
302336;368
302337;272
302338;665
302339;283
302340;473
302341;237
302342;293
302343;351
302344;347
302345;254
302346;255
302347;275
302348;524
302349;235
302350;345
302351;234
302352;330
302353;372
302354;281
302355;281
302356;216
302357;238
302358;490
302359;256
302360;230
302361;271
302362;429
302363;217
302364;380
302365;483
302366;282
302367;227
302368;295
302369;202
302370;192
302371;447
302372;464
302373;237
302374;241
302375;223
302376;226
302377;370
302378;368
302379;212
302380;216
302381;344
302382;231
302383;209
302384;262
302385;300
302386;256
302387;414
302388;506
302389;461
302390;383
302391;372
302392;319
302393;261
302394;259
302395;215
302396;457
302397;338
302398;356
302399;259
302400;471
302401;660
302402;414
302403;324
302404;312
302405;200
302406;254
302407;266
302408;378
302409;310
302410;191
302411;247
302412;350
302413;306
302414;306
302415;255
302416;269
302417;352
302418;368
302419;470
302420;371
302421;366
302422;307
302423;391
302424;475
302425;494
302426;355
302427;518
302428;416
302429;499
302430;339
302431;238
302432;366
302433;348
302434;329
302435;262
302436;267
302437;469
302438;458
302439;257
302440;446
302441;229
302442;298
302443;305
302444;371
302445;304
302446;297
302447;560
302448;246
302449;247
302450;414
302451;313
302452;254
302453;265
302454;368
302455;365
302456;287
302457;293
302458;526
302459;475
302460;216
302461;319
302462;248
302463;230
302464;239
302465;220
302466;248
302467;209
302468;521
302469;338
302470;255
302471;449
302472;372
302473;434
302474;301
302475;597
302476;233
302477;205
302478;391
302479;538
302480;460
302481;484
302482;425
302483;491
302484;337
302485;261
302486;254
302487;208
302488;330
302489;368
302490;347
302491;319
302492;205
302493;369
302494;301
302495;265
302496;549
302497;343
302498;256
302499;281
302500;381
302501;287
302502;353
302503;237
302504;358
302505;476
302506;334
302507;280
302508;334
302509;493
302510;461
302511;465
302512;205
302513;357
302514;280
302515;310
302516;243
302517;405
302518;346
302519;254
302520;249
302521;350
302522;246
302523;310
302524;375
302525;194
302526;298
302527;319
302528;253
302529;310
302530;270
302531;404
302532;416
302533;352
302534;382
302535;331
302536;278
302537;289
302538;421
302539;206
302540;501
302541;348
302542;215
302543;232
302544;333
302545;355
302546;345
302547;309
302548;510
302549;461
302550;215
302551;317
302552;418
302553;291
302554;378
302555;291
302556;326
302557;296
302558;241
302559;318
302560;311
302561;381
302562;266
302563;376
302564;311
302565;314
302566;435
302567;466
302568;240
302569;446
302570;217
302571;279
302572;227
302573;274
302574;278
302575;418
302576;356
302577;355
302578;296
302579;227
302580;243
302581;545
302582;225
302583;435
302584;243
302585;328
302586;491
302587;206
302588;283
302589;272
302590;381
302591;325
302592;215
302593;321
302594;448
302595;323
302596;222
302597;225
302598;223
302599;220
302600;295
302601;271
302602;223
302603;318
302604;207
302605;396
302606;395
302607;342
302608;209
302609;356
302610;381
302611;281
302612;306
302613;382
302614;321
302615;305
302616;278
302617;420
302618;285
302619;717
302620;337
302621;355
302622;267
302623;290
302624;259
302625;279
302626;299
302627;271
302628;257
302629;338
302630;280
302631;418
302632;542
302633;563
302634;507
302635;497
302636;549
302637;273
302638;347
302639;298
302640;279
302641;273
302642;287
302643;239
302644;506
302645;457
302646;466
302647;242
302648;329
302649;253
302650;486
302651;374
302652;286
302653;386
302654;270
302655;374
302656;303
302657;315
302658;313
302659;257
302660;312
302661;258
302662;429
302663;316
302664;550
302665;289
302666;327
302667;241
302668;334
302669;273
302670;326
302671;306
302672;299
302673;365
302674;243
302675;288
302676;377
302677;384
302678;469
302679;361
302680;501
302681;275
302682;389
302683;297
302684;349
302685;257
302686;254
302687;233
302688;458
302689;616
302690;400
302691;509
302692;369
302693;490
302694;243
302695;294
302696;260
302697;325
302698;597
302699;494
302700;333
302701;347
302702;410
302703;441
302704;310
302705;407
302706;331
302707;259
302708;296
302709;264
302710;255
302711;289
302712;510
302713;416
302714;283
302715;403
302716;308
302717;286
302718;336
302719;269
302720;304
302721;340
302722;238
302723;402
302724;265
302725;323
302726;432
302727;469
302728;337
302729;435
302730;364
302731;299
302732;484
302733;330
302734;346
302735;446
302736;311
302737;389
302738;615
302739;511
302740;599
302741;296
302742;325
302743;265
302744;286
302745;249
302746;315
302747;441
302748;390
302749;366
302750;429
302751;279
302752;229
302753;270
302754;343
302755;357
302756;432
302757;277
302758;331
302759;199
302760;232
302761;315
302762;218
302763;357
302764;204
302765;290
302766;349
302767;415
302768;310
302769;249
302770;219
302771;474
302772;362
302773;345
302774;196
302775;292
302776;345
302777;400
302778;275
302779;333
302780;301
302781;431
302782;304
302783;287
302784;512
302785;221
302786;335
302787;483
302788;260
302789;286
302790;302
302791;515
302792;589
302793;287
302794;465
302795;411
302796;479
